,CompanyName,Location,Experience,Skills,Job Description,Posted Date
22,WALMART INDIA,,4 - 7 yrs,"c , visualization, business requirements, information technology, java, use cases, data governance, business solutions, storage, sql, database, data science, advanced excel, data visualization, cluster analysis, data analysis","Location BENTONVILLE , ARCareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do at Position Summary...What ... More Details",Posted 6 days ago
23,BrainToSoul Consulting,Bengaluru / Bangalore,5 - 8 yrs,"hive, data mining, sql, nosql, mongodb",Data Scientist Location: Bangalore Department: IT Positions: 3Qualifications: Any Master's degree in the field of Statistics / Mathematics / Computer Science / Engineeri... More Details,Posted few days ago
24,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted today
25,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
26,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
27,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
28,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
29,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
30,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
31,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
32,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
33,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
34,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
35,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
36,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
37,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
38,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
39,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
40,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
41,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
42,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
43,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
44,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
45,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
46,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,7 - 10 yrs,"algorithms, c , scala, data mining, sql, java, mysql, hadoop, middleware, python, oracle, mq, nosql","Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex , multi-platfo... More Details",Posted few days ago
47,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,5 - 10 yrs,"algorithms, data mining, storage, database, security, debugging, api, big data, python, machine learning","Qualification : BSc / BA in Computer Science , Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred. Experience : 5 - 10 Ye... More Details",Posted few days ago
48,Alstom Projects India Ltd.,,0 - 3 yrs,"devops, shell scripting, big data, python, github, dash, algorithms, conference, scala, sql, database, git, linux, cloud computing, problem solving, team player, machine learning, infrastructure","Leading societies to a low carbon future , Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our produ... More Details",Posted few days ago
49,SRINSOFT TECHNOLOGIES,Chennai,3 - 5 yrs,"algorithms, bi, sql, hadoop, big data, python, machine learning","Requirements 3 - 5 years of experienceQualification Bachelor's Degree in a quantitative field ( Computer Science , Engineering , Mathematics , Statistics , Applied Statis... More Details",Posted few days ago
50,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
51,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
52,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
53,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
54,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
55,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
56,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
57,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
58,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
59,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
60,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
61,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
62,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
63,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
64,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
65,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
66,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
67,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
68,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
69,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
70,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
71,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,7 - 10 yrs,"algorithms, c , scala, data mining, sql, java, mysql, hadoop, middleware, python, oracle, mq, nosql","Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex , multi-platfo... More Details",Posted few days ago
72,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,5 - 10 yrs,"algorithms, data mining, storage, database, security, debugging, api, big data, python, machine learning","Qualification : BSc / BA in Computer Science , Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred. Experience : 5 - 10 Ye... More Details",Posted few days ago
73,Alstom Projects India Ltd.,,0 - 3 yrs,"devops, shell scripting, big data, python, github, dash, algorithms, conference, scala, sql, database, git, linux, cloud computing, problem solving, team player, machine learning, infrastructure","Leading societies to a low carbon future , Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our produ... More Details",Posted few days ago
74,SRINSOFT TECHNOLOGIES,Chennai,3 - 5 yrs,"algorithms, bi, sql, hadoop, big data, python, machine learning","Requirements 3 - 5 years of experienceQualification Bachelor's Degree in a quantitative field ( Computer Science , Engineering , Mathematics , Statistics , Applied Statis... More Details",Posted few days ago
75,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
76,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
77,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
78,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
79,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
80,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
81,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
82,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
83,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
84,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
85,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
86,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
87,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
88,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
89,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
90,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
91,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
92,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
93,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
94,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
95,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
96,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,7 - 10 yrs,"algorithms, c , scala, data mining, sql, java, mysql, hadoop, middleware, python, oracle, mq, nosql","Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex , multi-platfo... More Details",Posted few days ago
97,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,5 - 10 yrs,"algorithms, data mining, storage, database, security, debugging, api, big data, python, machine learning","Qualification : BSc / BA in Computer Science , Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred. Experience : 5 - 10 Ye... More Details",Posted few days ago
